id,name,host_id,room_type_id,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20761768,$6500 p/m or short term 5 Star LUX Clean Big,22066372,2,211,7,29,2019-06-29,1.34,1,237
21356649,$60NYC Private Room Near J M And G Train,145214508,1,60,3,0,,,2,89
25970826,$6M Soho Penthouse: 2000 sq ft 18 ft ceilings,1001819,2,850,5,11,2019-06-13,0.88,1,45
35943602,$79.00 per night in the safest neighborhood in NYC,267710728,2,79,2,2,2019-07-06,2,2,169
21962437,$850 up to 3 month female only,130149223,1,31,30,7,2019-06-23,0.36,1,302
15086143,$89.00 Queen Size Bed,95471771,1,79,1,5,2018-09-07,0.16,2,179
4559096,$99 Manhattan/Time Sq.,23635670,1,125,1,186,2019-07-07,3.33,1,271
28964166,$ummer $ALE Williamsburg TownHouse -BEST Location!,218319766,2,275,2,45,2019-06-30,5.04,1,249
35069416,005 Comfy and Pleasant Shared Room,137999892,3,30,4,1,2019-06-01,0.77,7,68
6334808,05/19- 05/27 Big East Village Room,32979427,1,170,5,0,,,1,0
29333400,1  bedroom apartment,331328,2,99,5,13,2019-06-17,2.48,3,8
883306,1  Bedroom in Clinton Hill Share,4310378,1,79,2,102,2019-06-17,1.41,3,361
9563873,1  ROOM IN A NEW HOUSE IN QUEENS,49514708,1,37,4,42,2019-07-07,0.98,1,228
13412231,1 - Bedroom  APT in Bushwick BK,76193714,2,150,3,0,,,1,0
32828462,1 - Private room in Yogi's BIG Midtown Manhattan,25059364,1,69,1,24,2019-07-01,6.43,3,35
16322481,1 (twin) private room in bushwick +roof +living rm,106827427,1,30,3,2,2017-01-11,0.07,1,0
33689283,1 & 1/2 Bd Garden apt around corner from river,253940417,2,180,5,0,,,1,83
25354569,1 1/2 bedroom totally private  exclusive Apt. #4,134901180,2,200,7,4,2019-05-11,0.29,2,179
13434959,1 Bd  10 mins to Manhattan  Steps to Prospect Park,2559697,2,40,2,25,2019-06-16,0.7,1,223
8895019,1 Bd Ap. in Hell's Kitchen Times Sq,1020828,2,150,1,1,2016-05-08,0.03,1,0
23435040,1 bd Apartment next to Subway,57292550,2,70,2,1,2018-02-27,0.06,1,0
4885595,1 bd apt in Astoria,25134822,2,99,1,38,2019-06-28,0.74,2,263
34282410,1 BD Apt in Luxury Building -  Crown Heights NYC,258826234,2,175,7,1,2019-05-23,0.63,1,35
4932714,1 bd Artist Retreat in Brooklyn,25295888,1,52,2,16,2017-09-30,0.37,1,0
9999939,1 bd available in 3bd apt in UWS,51371360,1,75,2,2,2016-11-26,0.05,1,0
9494304,1 BD BALCONY APT SECURE ELEVATOR BLDG W/ ROOFTOP,224009,2,325,7,5,2018-09-26,0.12,1,358
20136121,1 BD cozy house near beach,90751766,2,90,4,8,2019-05-29,0.4,1,179
17744351,1 Bd furnished Bayridge Brooklyn NY,119029523,2,115,4,3,2019-05-19,0.48,3,295
9838832,1 bd in 2bd steps 2 Lincoln Center,1426080,1,100,3,21,2017-09-09,0.49,2,0
12190495,1 BD in stylish renovated 2BDs Clinton Hill,66127,1,49,7,13,2019-05-21,0.36,1,0
15989547,1 Bd in Sunny Bedstuy Apt,7380558,1,41,7,9,2018-01-04,0.28,1,0
6370889,1 BD in Washington Heights,33198779,1,35,1,4,2015-10-31,0.08,1,0
15859962,1 Bd Kips Bay  Luxury/Doorman. - Pool & Gym.,102792338,3,65,4,0,,,1,0
13028533,1 BD Suite W/ Kitchen 550 SQFT Wyn Midtown 45 NYC,57574248,2,170,2,9,2017-12-15,0.26,3,0
31284182,1 bd. Apartment in central Greenpoint,1694324,2,175,4,3,2019-04-22,0.58,1,0
272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,2,56,122,20,2018-01-02,0.41,1,216
4081926,1 BDR APARTMENT  7 MINS FROM JFK 5 STAR RATED,21171867,2,110,1,279,2019-06-16,5.02,1,355
409666,1 bdr apt sunny & artsy 4 min walk to the beach,405225,2,75,2,8,2016-09-18,0.1,1,2
8907362,1 Bdr in 3bdr East Village Apt,46537493,1,90,3,0,,,1,0
29277979,1 bdr in duplex with terrasse,16063645,2,130,1,26,2019-06-07,3.01,1,243
1132907,1 BDR in Greenwich Village Full APT,3965911,2,200,2,26,2017-05-21,0.35,1,188
36026259,1 bdr in heart of Harlem,6150742,1,80,1,1,2019-07-07,1,1,86
842167,1 BDR in Heart of Lower East side,2257960,2,150,4,14,2019-05-28,0.31,1,18
7031803,1 bdr in the heart of Harlem,1971850,1,135,1,0,,,1,0
13905833,1 BDR PRIME HELLS KITCHEN LOCATION,82444858,2,150,3,0,,,1,0
8985856,1 bdr w Private balcony Fort Greene!,27670390,1,55,1,3,2018-12-31,0.09,1,0
7279657,1 Bdr. Apt. in Ridgewood/Bushwick,13904931,2,110,1,0,,,1,0
9907257,1 Bdr. Lower East Side NY 2 beds,50943387,2,175,1,1,2016-01-03,0.02,1,0
36407969,1 BDRM  SPACIOUS QUIET EAST VILLAGE ARTIST OASIS,273741577,2,178,1,0,,,1,35
23855079,1 Bdrm 1.5 Bath Midtown Condo,29100568,2,171,20,1,2018-06-07,0.08,4,0
4537520,1 bdrm apartment in boerum hill!,8737911,2,125,1,2,2015-01-01,0.04,1,0
1300216,1 Bdrm Apt  2 blocks to subway 15 mins to Midtown,2135948,2,100,1,102,2019-07-03,1.73,1,33
25834338,1 bdrm apt / Prime Wburg / steps 2 Bedford L,1034976,2,170,2,12,2019-06-23,0.93,2,308
8920988,1 BDRM APT BROOKLYN (REDHOOK),29823680,2,125,1,0,,,1,0
5625386,1 bdrm apt near Prospect Park,6372947,2,80,5,1,2015-09-15,0.02,1,0
770893,1 Bdrm Apt-Luxury Bldg-Upper West,4066797,2,100,29,3,2019-02-11,0.11,1,301
115748,1 BDRM Apt-Weekend Sublease,585166,2,110,4,30,2019-06-16,0.32,1,363
4150972,1 BDRM APT 15 MINS FROM MANHATTAN,21535262,2,80,30,4,2017-02-01,0.08,1,220
30325604,1 BDRM avail in sunny apartment in Williamsburg,10860700,1,120,2,11,2019-06-21,1.76,2,117
450577,1 bdrm brownstone-west 70's-1 block Central Park,2237267,2,250,3,73,2019-06-07,0.84,1,284
29798763,1 BDRM close to JFK airport cozy & clean HOUSE NYC,220129825,2,160,1,3,2019-06-13,0.41,2,359
35493937,1 bdrm condo/ rooftop pool jacuzzi water views!,10811427,2,189,2,1,2019-06-23,1,1,69
16087249,1 Bdrm Deluxe located in Wyndham Midtown 45 Resort,69545883,1,799,3,1,2016-12-06,0.03,12,365
299062,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,236421,1,190,3,0,,,2,0
144148,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,1,96,1,34,2016-01-05,0.58,1,0
14179120,1 BDRM IN ASTORIA (PUBLIC TRANS) CLOSE TO US OPEN,42150813,1,60,1,1,2016-10-09,0.03,1,0
25783309,1 Bdrm in Beautiful Brownstone filled with light,7185380,1,60,3,7,2018-12-16,0.54,1,0
4667148,1 Bdrm in Greenwich Village,2312420,2,125,30,31,2019-05-12,0.83,2,346
4994264,1 Bdrm in Luxury High Rise,41398078,1,125,3,0,,,1,0
14869271,1 bdrm in Park Slope  Bklyn.,83611652,2,200,1,4,2018-08-20,0.15,1,20
13883481,1 Bdrm in Spacious Apartment with Amenities,8201520,1,65,2,0,,,1,0
3940301,1 bdrm in Washington Hgts-Park side,7837510,2,90,7,1,2014-10-17,0.02,1,124
15149591,1 BDRM in Wyndham Midtown 45 *Great Location!,96098402,1,699,3,4,2016-12-18,0.12,12,365
29504717,1 Bdrm Midtown Oasis,29100568,2,155,20,1,2019-01-19,0.18,4,0
16098020,1 Bdrm PRESIDENTIAL RESERVE at Wyndham Midtown 45,69545883,1,649,3,1,2016-12-09,0.03,12,365
11675341,1 bdrm Spacious Beautiful Apartment,62001039,2,120,2,4,2016-06-05,0.1,1,0
13156625,1 bdrm/large studio in a great location,49125175,2,99,3,6,2016-12-10,0.16,1,0
34508577,1 bdroom available in Williamsburg,260452146,1,72,1,0,,,1,0
14787776,1 Beautiful Private Bedroom In Prime Williamsburg,46220101,1,120,3,2,2019-05-12,0.23,1,149
10099859,1 Bed 1 Bath in Jackson Heights NY,51829088,2,139,1,0,,,1,0
25515856,1 Bed 1 Bath on Upper West Side Manhattan,8304377,2,155,7,0,,,1,0
30395680,1 bed 2 guest luxury Apt in Brooklyn,226406882,1,75,1,0,,,3,364
26869803,1 BED and FUTON -SUNNY ROOM  - PRIME WILLIAMSBURG,156484505,1,100,2,43,2019-06-26,3.65,2,363
24944554,1 Bed Apartment close to city Astoria LIC,1590939,2,101,10,0,,,1,0
28144810,1 Bed Apartment in the heart of Brooklyn,105831144,2,240,2,1,2018-09-03,0.1,1,0
1484310,1 bed aprt best location in NewYork,7727015,2,120,5,9,2016-09-28,0.16,1,0
14506113,1 BED APT GREAT FOR FAMILIES/COUPLES NYC,89609176,2,74,5,7,2017-05-21,0.2,1,90
7979200,1 Bed Apt in ClintonHill Brownstone,12739246,2,95,5,11,2016-09-03,0.23,1,0
3789758,1 Bed Apt in Greenpoint Brooklyn,18609156,2,115,1,2,2015-06-18,0.03,1,0
784088,1 Bed Apt in Utopic Williamsburg,1506795,2,155,2,8,2014-04-28,0.1,1,0
12431649,1 bed Apt Near to Time Square,51501835,2,150,30,3,2018-11-05,0.12,31,332
9405124,1 Bed available in 2 BR Apt in UWS,19059946,1,51,1,1,2016-01-05,0.02,1,0
36394726,1 bed available in a 2bd/1ba Bushwick Gem,239638986,1,125,1,0,,,1,175
30011365,1 bed close to Park and subway,113805886,2,150,31,1,2019-05-25,0.67,33,338
9910133,1 bed cozy studio @ Gramercy on Lex,17131739,2,139,7,1,2016-01-02,0.02,1,0
27471155,1 bed entire apartment Williamsburg,202869636,2,150,4,7,2019-05-17,0.63,1,5
20026998,1 Bed garden apt in Classic Brownstone - sleeps4,1748382,2,200,2,39,2019-06-30,1.69,1,253
7265253,1 Bed in a Lux Apt on Wall Street,15899061,3,47,1,2,2015-08-17,0.04,1,0
9674142,1 bed in Chic Apt in Astoria NYC,49620552,1,59,1,156,2019-07-02,3.59,4,208
26440393,1 BED IN LIVING ROOM NEAR Q SUBWAY AVE U,172369331,3,40,5,12,2019-07-01,1.07,10,301
25810952,1 bed in the heart of Financial District of NYC,43279803,1,80,3,34,2019-06-22,2.58,1,83
34413482,1 Bed in the Living Room Shared Stay for Male,172369331,3,25,5,1,2019-05-31,0.75,10,129
35916778,1 Bed Just off the J,15624547,1,60,1,0,,,1,97
595604,1 Bed Manhattan Apt. Minimum 7 DAYS,2943157,1,60,30,36,2017-01-25,0.44,1,365
9734068,1 BED ROOM ACCOMMODATION 4 5 GUEST,50189863,2,110,1,198,2019-06-23,4.58,1,250
10542658,1 bed room apartment in Greenpoint,2470568,2,75,1,0,,,1,0
13722149,1 bed room apt in NYC near Empire State Building,8327308,2,119,7,1,2016-08-01,0.03,1,0
8521188,1 Bed Room BEST LOCATION EPIC VIEWS,684398,2,285,4,2,2016-10-09,0.04,1,0
12865981,1 bed room Presidential Suite,70342170,2,900,3,0,,,1,358
12846584,1 bed room rail road apartment,70164336,2,109,30,9,2017-03-31,0.26,1,0
749896,1 Bed Williamsburg Apt Amazing Loc,3941862,2,175,3,3,2016-10-15,0.05,1,0
20523979,1 Bed 2 Bath Fully Furnished Upper East Side Apt,1188096,2,233,90,0,,,1,365
34337032,1 Bed/ 1 Bath / Columbus Circle/ Balcony,131647128,2,190,30,0,,,25,181
34337319,1 Bed/ 1 Bath / Columbus Circle/ High Floor,131647128,2,190,30,1,2019-05-13,0.53,25,189
4334513,1 bed/bath condo steps from Bedford,2357221,2,150,5,1,2015-01-02,0.02,1,0
9263457,1 bed/bath w/ Cali King bed- duplex,30637963,1,800,5,0,,,1,0
19241855,1 Bed&Bath in heart of Bushwick (20mintoManhattan),18515933,1,70,2,10,2018-11-12,0.4,1,18
16514949,1 Bedr.Apt.(1-3 guests)+Wifi-Private Bath+Kitchen,99643776,2,160,3,40,2019-07-03,1.35,2,124
9618986,1 Bedrom Apt(One Block From Subway),49764808,2,99,2,96,2019-06-23,2.5,2,357
14320998,1 Bedroom,84810879,1,88,1,0,,,3,364
30514401,1 bedroom,222805048,1,40,1,27,2019-06-17,4.01,1,49
3628553,1 Bedroom  Apartment close to Northwell & JFK,3552711,2,125,1,30,2019-03-14,0.5,2,158
3059273,1 bedroom  in  Nolita/Soho,15569250,1,115,2,9,2019-07-07,0.29,1,332
4799245,1 Bedroom - 1 Bathroom MIDTOWNNYC,24728241,2,180,1,0,,,1,0
16726217,1 Bedroom - Beautiful and Cozy Brownstone in Bklyn,110884492,2,150,3,25,2019-02-12,0.91,1,64
32165536,1 Bedroom - Fully Furnished - Williamsburg Loft,1570799,1,100,10,2,2019-06-19,0.9,1,3
29862444,1 Bedroom - Great Place to land in Manhattan,3073250,2,175,3,10,2019-07-03,1.29,1,13
30186121,1 Bedroom - Sleeps 3 - Minutes from Subway & CP!,21226117,2,345,7,0,,,1,0
34371018,"1 Bedroom  Beautiful Spacious Brownstone
 Apt",85165113,2,100,3,3,2019-06-01,1.73,2,120
24732974,1 bedroom (entire) apartment very spacious,186318389,2,150,1,4,2018-05-17,0.28,1,0
15394295,1 Bedroom (Full) Mins From JFK and Casino,52997121,1,70,1,29,2019-01-09,0.9,4,8
15288813,1 Bedroom (Queen) Mins From JFK and Casino,52997121,1,75,1,45,2019-06-28,1.33,4,8
31203696,1 bedroom / 1 bathroom in Bushwick Brooklyn,1498228,1,79,3,7,2019-06-25,1.11,1,69
20148616,1 BEDROOM / HIGH FLOOR / BALCONY /COLUMBUS CIRCLE,131647128,2,190,30,6,2019-05-16,0.31,25,190
4144519,1 Bedroom & Semi- Private Living Area,1756624,1,79,3,23,2018-08-31,0.4,1,88
35001013,1 Bedroom 1 Bathroom Murray Hill,221200420,2,200,30,0,,,23,339
15009751,1 Bedroom 1 Bathroom with Ralph Lauren City Vibe,20317929,2,220,2,24,2019-06-10,0.7,1,207
26718375,1 Bedroom 2R in Authentic Brooklyn Brownstone,73425483,1,118,1,20,2019-06-03,1.9,6,285
17094226,1 Bedroom 3 People - The Heart of Jackson Heights,114700646,1,75,5,69,2019-06-24,2.45,1,67
26472343,1 Bedroom 3R in Authentic Brooklyn Brownstone,73425483,1,118,1,29,2019-07-01,2.46,6,288
15787405,1 bedroom and office room or 2 beds,52835849,1,50,7,0,,,2,89
7715344,1 Bedroom Apart in Spanish Harlem,15581933,2,90,2,4,2016-03-31,0.08,1,0
21620762,1 Bedroom apartment,157284647,2,150,4,92,2019-07-02,4.62,1,0
19738203,"1 Bedroom Apartment
Crown Heights Brooklyn",34039463,1,100,1,0,,,1,0
11465084,1 Bedroom Apartment -Tompkins sq Park/East Village,48870027,2,160,4,19,2019-06-11,0.48,1,343
29302018,1 Bedroom Apartment 1 minute walk to subway,93732420,2,90,5,0,,,2,0
29611037,1 bedroom apartment across the Central Park,40997229,1,160,3,3,2019-04-15,0.38,1,5
22570065,1 Bedroom Apartment at great location in NYC,165887496,2,150,1,79,2019-06-22,4.55,1,87
13532901,1 Bedroom Apartment Close To Subway,4518002,2,75,30,46,2018-11-06,1.25,1,89
18615964,1 BEDROOM apartment in Brooklyn,52816291,2,90,3,5,2019-02-19,0.27,1,1
13941236,1 Bedroom Apartment in Brooklyn fully renovated,21466891,2,100,4,85,2019-06-19,2.41,2,107
30767663,1 bedroom apartment in Bushwick,6297882,2,120,3,2,2019-06-05,0.35,1,0
29630728,1 bedroom apartment in Chelsea,23954256,2,189,1,7,2019-07-01,0.86,1,2
22371868,1 Bedroom Apartment in Crown Heights,13753058,2,65,15,0,,,1,0
3662887,1 Bedroom Apartment in Gramcery!,14041891,2,200,4,0,,,1,0
15132151,1 bedroom apartment in great neighborhood,95939781,2,249,1,1,2016-09-22,0.03,1,0
18680331,1 bedroom apartment in Morningside Heights!,71515912,2,145,7,2,2018-01-21,0.08,1,0
6686140,1 bedroom apartment in Nolita,6743604,2,130,1,13,2016-10-09,0.26,1,0
7259369,1 Bedroom Apartment in Nolita/ Soho,20404001,2,80,1,1,2015-07-12,0.02,1,0
1631845,1 bedroom apartment in NYC,1232988,2,150,3,19,2019-06-16,0.27,1,9
764052,1 Bedroom Apartment in quiet area.,2618273,2,390,3,1,2016-12-27,0.03,1,89
21859065,1 bedroom apartment in super central location,36757798,2,130,6,8,2019-01-02,0.41,1,0
22447398,1 Bedroom Apartment in Tribeca,11300395,2,180,2,0,,,1,0
825486,1 BEDROOM APARTMENT IN UPPER EAST,4331441,2,135,1,225,2019-06-18,2.83,1,19
4217268,1 Bedroom Apartment in Washington Heights - Summer,21886798,2,75,7,1,2018-08-12,0.09,1,0
16242292,1 Bedroom Apartment in Willimasburg,45299546,1,47,7,2,2017-07-16,0.07,1,12
14854013,1 Bedroom apartment in Woodside NY,20616761,2,150,2,51,2019-06-09,1.48,1,329
1981669,1 Bedroom Apartment Lefferts Garden,10226006,2,80,5,19,2018-08-18,0.28,1,0
20458372,1 bedroom apartment near Central Park,55133987,2,130,9,0,,,1,0
28200288,1 Bedroom Apartment Near ESB,211549023,2,260,2,7,2019-06-13,0.84,13,276
23754635,1 bedroom apartment on Columbus Avenue,76104209,2,200,30,0,,,33,364
24976971,1 bedroom apartment on Columbus Avenue,76104209,2,180,30,0,,,33,364
19440924,1 Bedroom Apartment on the Upper West Side,50386076,2,105,1,24,2018-01-07,0.97,1,0
3701890,1 bedroom apartment on the UWS,3146957,2,160,7,5,2016-07-05,0.09,1,0
16154699,1 Bedroom Apartment on tree-lined street,102012893,2,130,2,133,2019-07-07,4.21,2,21
23754446,1 bedroom apartment on West 34th street,76104209,2,200,30,0,,,33,365
9824682,1 bedroom apartment w/ Private yard,19103161,2,150,1,0,,,1,0
21160332,1 bedroom apartment Williamsburg NYC,120935104,2,200,120,0,,,1,263
4839357,1 Bedroom apartment with Backyard,854567,1,40,1,0,,,2,0
16050505,1 Bedroom Apartment with Balcony in Brooklyn,104500369,2,75,1,3,2016-11-29,0.09,1,0
16311579,1 Bedroom Apartment with Balcony in Williamsburg,106732476,2,110,2,0,,,1,0
14787727,1 Bedroom Apartment Carroll Gardens,2724990,2,110,10,0,,,1,0
13396969,1 Bedroom apartment heart of LES,96755,2,125,4,31,2019-07-07,0.84,1,7
31743178,1 bedroom apartment/living room available.,234592314,2,59,2,4,2019-06-13,0.73,1,87
19242821,1 bedroom apt,134438985,2,199,1,5,2017-12-17,0.23,1,0
433914,1 Bedroom Apt - Close to JFK & City,1906804,2,70,4,40,2019-06-17,0.46,1,273
11581737,1 Bedroom apt - near Central Park,196298,2,101,30,10,2019-01-08,0.4,1,0
1124329,1 bedroom Apt 1 minute from the subway!,6163192,2,140,3,126,2019-06-30,1.68,1,228
4517177,1 bedroom apt 1 stop from Manhattan,23419852,2,170,2,84,2019-05-28,1.51,1,178
35483321,1 bedroom apt 35min away from the city.,254622508,2,95,1,4,2019-07-01,4,1,84
14629018,1 Bedroom Apt All Yours In Astoria!,59503891,2,100,2,1,2016-10-10,0.03,1,0
35826827,1 bedroom apt close to Times Square,213156539,2,177,2,1,2019-06-24,1,1,125
11532518,1 Bedroom Apt East Village/USQ,24319977,2,200,1,0,,,1,0
1086640,1 Bedroom Apt Greenpoint Brooklyn,5972975,2,75,2,2,2014-10-02,0.03,1,0
17497948,1 bedroom apt in 2 bridges/Chinatown,8381084,2,80,2,12,2019-03-15,0.43,2,8
26150691,1 bedroom apt in an awesome part of town,7235975,2,200,2,2,2018-07-01,0.16,1,2
6731564,1 bedroom apt in Astoria,35254359,2,120,1,0,,,1,0
3896579,1 Bedroom Apt in Chelsea,20171951,2,200,4,1,2015-09-19,0.02,1,0
32288165,1 bedroom apt in Harlem 600 sq. feet,96589640,2,128,7,0,,,1,178
661814,1 bedroom apt in heart of Chelsea,3341426,2,250,2,10,2016-05-07,0.13,1,0
4593609,1 Bedroom Apt in Hell's Kitchen !,23810895,2,150,2,42,2019-06-18,0.76,1,258
7980191,1 Bedroom Apt in Midtown Manhattan,27331181,2,250,2,26,2017-01-02,0.58,1,0
292121,1 bedroom apt in Midtown West,169927,2,199,3,4,2018-09-12,0.07,1,200
3121176,1 BEDROOM APT IN PRIME WILLIAMSBURG,3663033,2,50,7,4,2016-03-09,0.07,1,0
11371974,1 bedroom Apt in Prospect Heights,32974295,2,70,1,0,,,1,0
6474699,1 bedroom apt in pvt 2 fam house,33825321,2,150,1,24,2019-06-22,0.51,1,299
12089237,1 Bedroom Apt in the heart of NYC by Central Park,30283594,2,239,30,0,,,121,352
25208477,1 bedroom apt in the heart of the east village,62183764,2,115,1,0,,,1,0
18102867,1 bedroom apt in the heart of williamsburg,3632170,2,200,5,0,,,1,0
21527655,1 Bedroom apt in the heart of Williamsburg - 2R,156436372,2,100,30,4,2018-09-08,0.2,4,323
5679129,1 Bedroom Apt in Tree Line Block,2671902,2,60,14,0,,,1,59
8842752,1 Bedroom Apt in Williamsburg,4586937,2,100,1,2,2017-06-02,0.05,1,0
9991319,1 Bedroom Apt near the Empire State,7367006,2,120,1,0,,,1,0
16651348,1 bedroom apt with garden in Red Hook Brooklyn,6074181,2,93,2,37,2019-06-21,1.32,1,222
8000640,1 bedroom APT with private garden,42233780,2,150,2,9,2017-05-19,0.2,1,0
19272890,1 bedroom apt with private terrace on UWS.,134961952,2,230,5,0,,,1,0
23681735,1 Bedroom Apt with Terrace in East Village-Terrace,177353847,2,400,4,8,2019-06-03,0.51,4,161
3578158,1 bedroom apt Brownstone in central Harlem,17891224,2,138,4,0,,,1,0
12966225,1 bedroom apt comforts of home close to all..,71312760,2,78,3,79,2019-06-23,2.56,1,300
14446717,1 Bedroom Apt West 69th St bwtn BWay & Columbus,30045574,2,150,30,8,2019-06-28,0.24,1,328
4840794,1 Bedroom Apt. in Nolita/Chinatown,24833732,2,160,2,6,2017-04-17,0.12,1,0
16085227,1 Bedroom Apt. in Prime Williamsburg,9195264,2,150,2,13,2017-04-17,0.41,1,0
27544396,1 bedroom apt. in the heart of Upper West Side,111587063,2,295,2,24,2019-07-01,2.28,1,70
20573255,1 Bedroom Apt. Minutes from Manhattan - No Parties,146963216,2,105,2,61,2019-06-23,2.72,1,239
6612941,1 Bedroom Apt. Sunnyside Queens!,33976673,1,60,7,11,2015-09-29,0.22,1,0
20535577,1 bedroom Aptm+ Guest room close to Prospect Park,59442523,2,80,1,2,2017-08-25,0.09,2,0
31340315,1 BEDROOM ASTORIA APARTMENT / 15 min to Manhattan,34685168,2,120,3,0,,,1,0
21866923,1 bedroom at 190 east 7th street. Doorman,95175637,1,200,1,2,2018-10-28,0.1,1,0
1273533,1 Bedroom avail in BK 3BD w/ porch,2246253,1,75,1,2,2014-08-13,0.03,1,0
6799130,1 Bedroom available for the entirety of September,35590273,1,35,10,1,2015-09-02,0.02,2,0
24799677,1 Bedroom available in a four bedroom house,25109819,1,40,1,5,2018-05-30,0.35,1,0
16691242,1 bedroom available in heart of east village,69776478,1,50,7,0,,,1,0
250311,1 Bedroom Available In My Two Bedroom Flat,945499,1,150,3,0,,,1,0
34414462,1 BEDROOM BASEMENT APARTMENT NEXT TO ASTORIA PARK,86181642,2,150,1,5,2019-06-16,2.38,1,24
36148417,1 Bedroom Bungalow-Rockaway-By Beach&Subway,271885652,2,159,1,0,,,4,166
2419438,1 Bedroom Bushwick apartment,571080,2,109,1,12,2018-09-03,0.19,1,0
29965528,1 Bedroom by Central Park - Great Location in NYC,76519640,1,75,2,29,2019-06-12,3.73,1,2
20153406,1 bedroom by Empire State Building/Penn Station,56784103,1,69,15,25,2019-05-18,1.1,1,29
20136870,1 BEDROOM CENTRAL PARK / BALCONY /COLUMBUS CIRCLE,131647128,2,190,30,5,2019-02-21,0.38,25,181
9477489,1 bedroom clean & simple in manhattan.,49123284,2,145,6,106,2019-06-24,2.48,2,249
6585852,1 bedroom close to Central Park,1263574,1,60,4,5,2015-07-22,0.1,1,0
21809773,1 Bedroom close to Prospect Park and Manhattan,158961969,2,110,1,45,2019-06-16,2.31,1,18
21022616,1 bedroom completely renovated in Brooklyn,2195090,2,75,1,2,2017-10-01,0.09,1,0
16437326,1 Bedroom Condo/Kitchen Wyndham Midtown 45 Resort*,69545883,1,599,3,0,,,12,365
24624154,1 Bedroom Cozy Apartment,139756559,2,75,30,3,2019-02-11,0.22,2,129
2784311,1 Bedroom East Village NYC,10870477,1,100,1,1,2018-05-25,0.07,1,365
24140198,1 Bedroom Elevator Building Apartment in SoHo,85506502,2,188,30,3,2018-08-07,0.2,1,0
2465962,1 BEDROOM ENTIRE HOME/APT❤ ASTORIA,1000014,2,125,1,13,2015-09-28,0.22,1,0
16575174,1 Bedroom Escape in Brooklyn Heights,60591318,2,185,4,0,,,1,0
35371155,1 bedroom for 2 in a stunning Manhattan apartment,12833650,1,150,4,0,,,1,46
20786225,1 Bedroom for rent -Gorgeous East Harlem Apartment,106555852,1,88,2,34,2019-05-27,1.53,1,86
13862932,1 bedroom for rent in quiet apartment (2bedrooms),9371687,1,80,6,0,,,1,0
16312970,1 Bedroom for Rent in the heart of Williamsburg,106746084,1,55,3,0,,,1,0
13997894,1 bedroom full apartment completely private!,83616984,2,85,7,60,2019-06-30,1.65,1,284
13606847,1 bedroom furnished with WIFI and cable. Murr Hill,53179388,2,115,30,5,2017-10-07,0.14,10,289
7810109,1 bedroom garden apartment,30247185,2,65,1,2,2015-09-03,0.04,1,0
8806104,1 Bedroom Garden Apartment Harlem,7650414,2,150,6,51,2019-04-30,1.13,2,66
25071168,1 Bedroom Garden Apt with backyard in Park Slope,150440720,2,125,1,40,2019-06-23,2.97,1,335
20615932,1 Bedroom Garden Level Apt In Bushwick,73498715,2,74,7,9,2019-06-17,0.42,1,61
11167618,1 Bedroom Getaway in Park Slope,58098561,2,125,2,8,2018-03-08,0.2,1,0
6311716,1 Bedroom Greenpoint Close To All,32826638,2,135,3,2,2015-08-14,0.04,1,0
11862941,1 Bedroom Heart of Financial Dist,23914324,1,110,2,0,,,1,0
9758735,1 Bedroom Holiday Sublet in Bklyn,411677,2,70,20,0,,,1,0
9473492,1 Bedroom in 2 bdr Bushwick apt,49099055,1,55,1,1,2015-12-27,0.02,1,0
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,1,130,14,0,,,2,0
11439208,1 bedroom in 2 bed-apt in the best of Brooklyn,9896078,1,60,3,1,2017-01-03,0.03,1,0
13239181,1 Bedroom in 2 Bedroom Apartment,15478812,1,60,1,0,,,1,0
20843601,1 Bedroom in 2 bedroom Apartment,144687507,1,93,30,1,2019-05-22,0.63,1,0
22370386,1 Bedroom in 2 bedroom apartment near Central Park,126735001,1,78,2,36,2019-06-24,1.94,1,0
13672890,1 Bedroom in 2 Bedroom Flex - Doormen Free Gym,66114992,1,55,5,0,,,1,0
6027485,1 bedroom in 3 bedroom apartment,31283971,1,38,3,1,2017-12-31,0.05,1,0
19853343,1 bedroom in 3 bedroom apartment,18990231,1,45,1,3,2017-10-04,0.13,1,0
13911123,1 bedroom in 3 bedroom/2bath Bushwick Apt.,82512085,1,35,1,1,2016-08-10,0.03,1,0
6800576,1 BEDROOM IN 3 BEDROOMS APARTMENT,7858210,1,65,2,105,2019-06-14,2.12,4,180
13532333,1 Bedroom in 3BR East Village NYC Apt,32707981,1,90,2,8,2017-05-21,0.22,4,0
18888585,1 bedroom in 4 BR 1 bath Apt females only,131621761,1,50,1,0,,,1,0
5756241,1 bedroom in a 2 bedroom apartment,11732381,2,200,2,0,,,1,0
6226794,1 bedroom in a 2 bedroom apartment,32295605,1,105,3,75,2019-06-12,1.57,1,338
23685538,1 bedroom in a 2 bedroom house,37286422,1,45,2,18,2018-08-09,1.15,1,0
